CASE;QUESTNNR;MODE;STARTED;GR01_01;GR01_02;GR01_03;GR01_04;GR01_05;GR01_06;GR01_07;IN03;IV01_01;IV04_01;IV04_02;IV03_01;SC04_01;SC04_02;SC05_01;SC05_02;SC06_01;SC06_02;SC07_01;SC07_02;SC08_01;SC08_02;SC09_01;SC09_02;SC10_01;SC10_02;SC11_01;SC11_02;SC12_01;SC12_02;SC13_01;SC13_02;TIME001;TIME002;TIME003;TIME005;TIME006;TIME007;TIME008;TIME009;TIME010;TIME011;TIME_SUM;MAILSENT;LASTDATA;FINISHED;Q_VIEWER;LASTPAGE;MAXPAGE;MISSING;MISSREL;TIME_RSI;Age;Sex
482;long;interview;09.12.2023 16:07;3;2;1;2;2;2;2;1;greedfirst;sc2sc1sc3sc4random2;SC05SC09SC06SC12;Large;NA;NA;6;8;6;4;NA;NA;NA;NA;4;6;1;2;NA;NA;6;6;NA;NA;7;7;39;28;22;20;23;18;NA;6;170;NA;09.12.2023 16:10;1;0;11;11;0;0;1,1;60;Female
611;long;interview;09.12.2023 16:19;2;1;4;5;4;4;4;1;greedlast;sc4sc2sc3sc1random2;SC07SC05SC12SC08;Large;NA;NA;9;9;NA;NA;8;9;10;10;NA;NA;10;7;NA;NA;7;9;NA;NA;15;8;NA;45;7;15;24;11;41;9;175;NA;09.12.2023 16:22;1;0;11;11;0;0;1,26;59;Male
613;long;interview;09.12.2023 16:19;3;1;1;1;1;1;1;1;greedlast;sc1sc2sc3sc4random2;SC07SC13SC08SC04;Large;4;5;NA;NA;NA;NA;11;7;2;3;NA;NA;1;1;NA;NA;NA;NA;1;1;19;6;NA;26;21;21;20;19;31;26;189;NA;09.12.2023 16:23;1;0;11;11;0;0;0,94;61;Female
374;long;interview;09.12.2023 15:53;4;2;5;3;1;4;4;1;greedlast;sc3sc2sc4sc1random2;SC07SC13SC08SC04;Large;8;8;NA;NA;NA;NA;9;7;2;3;NA;NA;3;7;NA;NA;NA;NA;11;10;13;7;NA;27;22;33;27;29;27;6;191;NA;09.12.2023 15:56;1;0;11;11;0;0;0,95;54;Female
227;long;interview;09.12.2023 15:31;3;1;4;2;2;3;4;1;greedlast;sc4sc1sc3sc2random2;SC07SC05SC12SC08;Small;NA;NA;3;4;NA;NA;8;7;10;11;NA;NA;NA;NA;8;10;8;10;NA;NA;21;9;NA;52;23;29;26;18;54;21;253;NA;09.12.2023 15:36;1;0;11;11;0;0;0,73;66;Male
355;long;interview;09.12.2023 15:51;2;1;2;1;1;1;2;1;greedfirst;sc1sc4sc3sc2random2;SC07SC09SC04SC12;Small;9;9;NA;NA;NA;NA;10;10;NA;NA;9;8;NA;NA;4;3;2;2;NA;NA;10;10;32;40;37;41;29;53;NA;32;284;NA;09.12.2023 15:56;1;0;11;11;0;0;0,65;65;Female
969;short;interview;11.12.2023 17:04;2;1;4;2;1;1;1;1;greedlast;;;Small;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;6;NA;NA;NA;NA;8;66;NA;56;29;5;NA;NA;NA;NA;103;NA;11.12.2023 17:07;1;0;7;7;0;0;0,71;52;Female
251;long;interview;09.12.2023 15:36;2;1;1;2;4;2;1;1;greedlast;sc2sc3sc1sc4random2;SC07SC13SC04SC08;Small;9;8;NA;NA;NA;NA;11;10;2;7;NA;NA;NA;NA;7;8;NA;NA;8;9;14;13;NA;32;32;23;23;22;32;29;220;NA;09.12.2023 15:39;1;0;11;11;0;0;0,78;62;Male
1201;short;interview;11.12.2023 17:26;2;1;4;3;2;2;1;1;greedfirst;;;Large;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;3;NA;NA;NA;NA;NA;NA;10;9;44;36;NA;6;NA;NA;NA;NA;105;NA;11.12.2023 17:28;1;0;7;7;0;0;0,74;78;Female
925;short;interview;11.12.2023 16:56;1;1;3;2;1;1;1;1;greedlast;;;Large;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;5;NA;NA;NA;NA;NA;NA;4;3;NA;84;22;20;NA;NA;NA;NA;133;NA;11.12.2023 16:58;1;0;7;7;0;0;1,05;37;Female
210;long;interview;09.12.2023 15:26;4;2;2;4;2;2;1;1;greedlast;sc1sc2sc4sc3random2;SC07SC13SC04SC08;Small;8;7;NA;NA;NA;NA;6;5;3;3;NA;NA;NA;NA;6;5;NA;NA;3;2;5;4;NA;30;29;22;25;18;28;5;166;NA;09.12.2023 15:29;1;0;11;11;0;0;1,22;50;Female
758;short;interview;11.12.2023 16:26;1;1;1;1;1;1;1;1;greedlast;;;Large;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;5;NA;NA;NA;NA;NA;NA;9;5;NA;27;24;11;NA;NA;NA;NA;76;NA;11.12.2023 16:27;1;0;7;7;0;0;0,89;49;Female
962;short;interview;11.12.2023 17:02;5;1;3;2;1;4;5;1;greedlast;;;Small;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;9;NA;NA;NA;NA;24;17;NA;49;239;32;NA;NA;NA;NA;148;NA;11.12.2023 17:08;1;0;7;7;0;0;0,29;55;Male
378;long;interview;09.12.2023 15:53;4;3;4;4;3;3;4;1;greedlast;sc2sc1sc4sc3random2;SC09SC13SC04SC06;Large;10;10;NA;NA;6;4;NA;NA;NA;NA;6;8;6;9;NA;NA;NA;NA;8;8;30;18;NA;143;60;92;109;66;80;8;606;NA;09.12.2023 16:03;1;0;11;11;0;0;0,39;45;Male
221;long;interview;09.12.2023 15:29;2;2;1;3;2;1;1;1;greedfirst;sc2sc1sc4sc3random2;SC09SC05SC06SC12;Large;NA;NA;9;8;7;5;NA;NA;NA;NA;7;7;3;4;NA;NA;3;4;NA;NA;10;8;38;49;37;28;91;43;NA;34;338;NA;09.12.2023 15:35;1;0;11;11;0;0;0,61;56;Female
346;long;interview;09.12.2023 15:50;3;3;5;2;3;3;2;1;greedfirst;sc3sc2sc1sc4random2;SC09SC05SC06SC12;Large;NA;NA;9;5;9;6;NA;NA;NA;NA;8;7;8;7;NA;NA;8;5;NA;NA;7;8;35;32;23;32;21;29;NA;19;206;NA;09.12.2023 15:53;1;0;11;11;0;0;0,87;73;Female
806;short;interview;11.12.2023 16:40;4;3;2;5;5;3;2;1;greedfirst;;;Small;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;5;NA;NA;NA;NA;6;9;43;30;NA;14;NA;NA;NA;NA;102;NA;11.12.2023 16:41;1;0;7;7;0;0;0,75;22;Male
568;long;interview;09.12.2023 16:15;2;2;3;1;2;2;1;1;greedlast;sc2sc4sc3sc1random2;SC07SC05SC12SC08;Large;NA;NA;7;8;NA;NA;10;10;5;8;NA;NA;5;8;NA;NA;3;5;NA;NA;6;6;NA;22;23;20;13;20;28;21;159;NA;09.12.2023 16:18;1;0;11;11;0;0;1,14;51;Female
561;long;interview;09.12.2023 16:15;1;1;2;1;1;1;1;1;greedfirst;sc1sc3sc2sc4random2;SC09SC07SC04SC12;Small;9;8;NA;NA;NA;NA;8;8;NA;NA;7;6;NA;NA;8;9;5;4;NA;NA;9;3;32;54;52;32;25;35;NA;18;260;NA;09.12.2023 16:19;1;0;11;11;0;0;0,85;36;Male
253;long;interview;09.12.2023 15:36;2;1;3;2;1;1;2;1;greedfirst;sc3sc4sc2sc1random2;SC07SC05SC08SC12;Large;NA;NA;1;4;NA;NA;3;4;2;3;NA;NA;1;4;NA;NA;1;3;NA;NA;5;5;27;16;15;14;21;21;NA;4;128;NA;09.12.2023 15:38;1;0;11;11;0;0;1,51;54;Male
830;short;interview;11.12.2023 16:44;4;1;1;4;4;2;2;1;greedlast;;;Large;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;6;NA;NA;NA;NA;NA;NA;10;4;NA;32;38;5;NA;NA;NA;NA;89;NA;11.12.2023 16:46;1;0;7;7;0;0;0,94;33;DATA_EXPIRED
379;long;interview;09.12.2023 15:53;2;1;4;1;1;1;3;1;greedfirst;sc1sc4sc3sc2random2;SC05SC09SC06SC12;Small;NA;NA;10;10;10;10;NA;NA;NA;NA;9;9;NA;NA;9;9;5;2;NA;NA;7;7;48;38;27;29;15;16;NA;12;199;NA;09.12.2023 15:56;1;0;11;11;0;0;0,99;67;Female
995;short;interview;11.12.2023 17:08;4;4;4;2;2;2;2;1;greedfirst;;;Small;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;4;NA;NA;NA;NA;12;6;39;22;NA;11;NA;NA;NA;NA;90;NA;11.12.2023 17:09;1;0;7;7;0;0;0,8;24;Male
1148;short;interview;11.12.2023 17:23;3;2;4;3;2;5;4;1;greedlast;;;Small;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;6;NA;NA;NA;NA;5;4;NA;40;47;8;NA;NA;NA;NA;104;NA;11.12.2023 17:25;1;0;7;7;0;0;0,93;31;Female
1181;short;interview;11.12.2023 17:25;4;3;4;4;4;3;3;1;greedfirst;;;Small;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;3;NA;NA;NA;NA;4;5;26;21;NA;4;NA;NA;NA;NA;60;NA;11.12.2023 17:26;1;0;7;7;0;0;1,34;62;Female
663;long;interview;09.12.2023 16:22;2;3;2;2;2;2;1;1;greedlast;sc2sc4sc3sc1random2;SC13SC07SC08SC04;Small;4;6;NA;NA;NA;NA;9;10;1;5;NA;NA;NA;NA;3;3;NA;NA;1;1;9;10;NA;34;24;36;43;26;44;21;247;NA;09.12.2023 16:27;1;0;11;11;0;0;0,72;65;Female
628;long;interview;09.12.2023 16:20;5;5;5;5;4;4;4;1;greedfirst;sc2sc4sc1sc3random2;SC13SC05SC08SC06;Large;NA;NA;6;7;3;2;NA;NA;4;4;NA;NA;1;3;NA;NA;NA;NA;10;10;5;4;24;15;17;29;11;9;NA;9;123;NA;09.12.2023 16:22;1;0;11;11;0;0;1,59;35;Female
324;long;interview;09.12.2023 15:47;4;2;2;2;2;2;2;1;greedfirst;sc4sc3sc2sc1random2;SC13SC05SC06SC08;Large;NA;NA;7;7;3;3;NA;NA;4;5;NA;NA;2;7;NA;NA;NA;NA;6;6;9;11;33;30;16;20;20;24;NA;17;180;NA;09.12.2023 15:50;1;0;11;11;0;0;0,97;58;Female
1159;short;interview;11.12.2023 17:24;4;4;3;2;2;3;2;1;greedlast;;;Large;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;7;NA;NA;NA;NA;NA;NA;6;6;NA;26;42;5;NA;NA;NA;NA;85;NA;11.12.2023 17:25;1;0;7;7;0;0;0,98;29;Female
1154;short;interview;11.12.2023 17:23;2;2;1;4;3;1;4;1;greedlast;;;Small;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9;8;NA;NA;NA;NA;5;4;NA;32;29;2;NA;NA;NA;NA;72;NA;11.12.2023 17:25;1;0;7;7;0;0;1,48;24;Male
730;short;interview;11.12.2023 16:18;5;2;4;2;1;1;1;1;greedlast;;;Large;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;4;NA;NA;NA;NA;NA;NA;4;6;NA;34;22;5;NA;NA;NA;NA;71;NA;11.12.2023 16:19;1;0;7;7;0;0;1,16;25;Female
186;long;interview;09.12.2023 15:19;4;4;1;2;2;2;1;1;greedlast;sc1sc4sc2sc3random2;SC09SC05SC06SC12;Large;NA;NA;10;9;4;4;NA;NA;NA;NA;3;4;2;2;NA;NA;1;6;NA;NA;4;4;NA;24;24;14;15;22;25;8;140;NA;09.12.2023 15:22;1;0;11;11;0;0;1,37;34;Male
481;long;interview;09.12.2023 16:07;4;2;5;4;2;2;2;1;greedfirst;sc3sc2sc4sc1random2;SC13SC09SC04SC06;Large;1;4;NA;NA;3;4;NA;NA;NA;NA;6;6;3;3;NA;NA;NA;NA;9;1;7;7;24;29;27;24;25;22;NA;15;180;NA;09.12.2023 16:10;1;0;11;11;0;0;0,97;43;Female
296;long;interview;09.12.2023 15:44;4;4;3;2;2;2;2;1;greedfirst;sc4sc2sc1sc3random2;SC05SC09SC06SC12;Small;NA;NA;7;6;4;3;NA;NA;NA;NA;8;6;NA;NA;10;9;7;4;NA;NA;3;3;13;13;8;12;11;9;NA;3;75;NA;09.12.2023 15:45;1;0;11;11;0;0;2,44;25;Female
1041;short;interview;11.12.2023 17:13;4;4;5;2;4;3;3;1;greedlast;;;Large;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;4;NA;NA;NA;NA;NA;NA;26;6;NA;29;27;10;NA;NA;NA;NA;98;NA;11.12.2023 17:15;1;0;7;7;0;0;0,73;28;Male
1188;short;interview;11.12.2023 17:26;4;4;4;2;1;1;1;1;greedfirst;;;Small;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;4;NA;NA;NA;NA;9;6;31;34;NA;24;NA;NA;NA;NA;104;NA;11.12.2023 17:27;1;0;7;7;0;0;0,72;37;Female
738;short;interview;11.12.2023 16:22;1;1;3;4;2;3;2;1;greedfirst;;;Small;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;8;NA;NA;NA;NA;235;32;182;153;NA;80;NA;NA;NA;NA;200;NA;11.12.2023 16:33;1;0;7;7;0;0;0,12;63;Male
1133;short;interview;11.12.2023 17:22;1;1;3;1;1;1;1;1;greedfirst;;;Large;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;4;NA;NA;NA;NA;NA;NA;15;10;34;43;NA;2;NA;NA;NA;NA;104;NA;11.12.2023 17:24;1;0;7;7;0;0;1,09;53;Female
473;long;interview;09.12.2023 16:06;2;2;4;2;2;2;2;1;greedlast;sc2sc4sc3sc1random2;SC13SC07SC04SC08;Large;7;7;NA;NA;NA;NA;9;8;3;3;NA;NA;2;3;NA;NA;NA;NA;10;6;7;8;NA;25;37;20;41;21;43;9;211;NA;09.12.2023 16:09;1;0;11;11;0;0;0,92;53;Female
555;long;interview;09.12.2023 16:14;4;4;2;2;2;3;2;1;greedlast;sc1sc3sc4sc2random2;SC09SC05SC12SC06;Small;NA;NA;8;6;9;7;NA;NA;NA;NA;7;8;NA;NA;5;6;5;3;NA;NA;5;188;NA;29;14;30;35;27;39;10;195;NA;09.12.2023 16:20;1;0;11;11;0;0;0,92;31;Female
626;long;interview;09.12.2023 16:20;4;2;2;2;2;1;2;1;greedlast;sc3sc2sc4sc1random2;SC05SC07SC08SC12;Small;NA;NA;9;9;NA;NA;10;10;5;6;NA;NA;NA;NA;6;7;3;4;NA;NA;6;3;NA;27;57;19;36;24;22;3;197;NA;09.12.2023 16:23;1;0;11;11;0;0;1,33;32;Female
1235;short;interview;11.12.2023 17:28;4;2;3;2;1;1;2;1;greedlast;;;Large;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9;8;NA;NA;NA;NA;NA;NA;4;3;NA;3;38;3;NA;NA;NA;NA;51;NA;11.12.2023 17:29;1;0;7;7;0;0;1,82;27;Female
410;long;interview;09.12.2023 15:58;1;1;2;1;1;1;1;1;greedlast;sc3sc2sc1sc4random2;SC13SC05SC08SC06;Small;NA;NA;9;11;1;1;NA;NA;4;8;NA;NA;NA;NA;4;8;NA;NA;1;1;9;9;NA;43;31;22;32;37;27;9;219;NA;09.12.2023 16:01;1;0;11;11;0;0;0,83;49;Male
484;long;interview;09.12.2023 16:08;2;2;2;1;2;1;2;1;greedlast;sc3sc4sc1sc2random2;SC09SC05SC12SC06;Small;NA;NA;9;9;3;2;NA;NA;NA;NA;9;9;NA;NA;7;7;5;4;NA;NA;7;4;NA;29;21;15;19;21;32;32;180;NA;09.12.2023 16:11;1;0;11;11;0;0;1,1;56;Male
313;long;interview;09.12.2023 15:46;2;2;4;2;2;2;2;1;greedfirst;sc4sc2sc3sc1random2;SC07SC05SC08SC12;Small;NA;NA;7;7;NA;NA;8;5;5;5;NA;NA;NA;NA;3;3;3;3;NA;NA;17;14;103;108;94;40;39;45;NA;7;467;NA;09.12.2023 15:54;1;0;11;11;0;0;0,52;53;Male
718;short;interview;11.12.2023 16:10;4;2;5;4;2;2;2;1;greedlast;;;Large;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;5;NA;NA;NA;NA;NA;NA;4;3;NA;23;32;6;NA;NA;NA;NA;68;NA;11.12.2023 16:11;1;0;7;7;0;0;1,29;28;Female
878;short;interview;11.12.2023 16:51;3;4;2;4;2;2;4;1;greedlast;;;Large;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;4;NA;NA;NA;NA;NA;NA;7;12;NA;37;58;8;NA;NA;NA;NA;122;NA;11.12.2023 16:53;1;0;7;7;0;0;0,67;34;Female
879;short;interview;11.12.2023 16:51;4;4;4;4;2;2;2;1;greedlast;;;Small;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;6;NA;NA;NA;NA;3;4;NA;15;14;2;NA;NA;NA;NA;38;NA;11.12.2023 16:52;1;0;7;7;0;0;2,06;33;Male
302;long;interview;09.12.2023 15:44;4;3;4;4;4;3;1;1;greedfirst;sc3sc4sc1sc2random2;SC07SC05SC12SC08;Large;NA;NA;8;7;NA;NA;6;6;1;2;NA;NA;1;3;NA;NA;1;1;NA;NA;4;6;25;29;15;11;28;37;NA;13;168;NA;09.12.2023 15:47;1;0;11;11;0;0;1,24;42;Female
501;long;interview;09.12.2023 16:09;4;4;4;4;4;4;4;1;greedlast;sc2sc4sc1sc3random2;SC09SC05SC06SC12;Small;NA;NA;9;9;3;5;NA;NA;NA;NA;6;7;NA;NA;7;5;4;6;NA;NA;3;3;NA;53;32;31;22;31;23;12;210;NA;09.12.2023 16:12;1;0;11;11;0;0;1,16;23;Female
331;long;interview;09.12.2023 15:47;2;2;2;3;2;1;3;1;greedlast;sc2sc4sc1sc3random2;SC13SC07SC04SC08;Small;7;8;NA;NA;NA;NA;9;8;3;4;NA;NA;NA;NA;7;8;NA;NA;1;2;4;4;NA;19;18;12;19;21;25;16;138;NA;09.12.2023 15:49;1;0;11;11;0;0;1,38;38;Male
598;long;interview;09.12.2023 16:18;4;4;1;4;4;1;2;1;greedlast;sc4sc2sc1sc3random2;SC05SC07SC08SC12;Large;NA;NA;8;9;NA;NA;11;11;5;8;NA;NA;1;9;NA;NA;1;1;NA;NA;16;6;NA;48;50;104;58;86;41;14;423;NA;09.12.2023 16:26;1;0;11;11;0;0;0,54;34;Male
580;long;interview;09.12.2023 16:16;4;1;3;2;5;2;5;1;greedfirst;sc1sc3sc4sc2random2;SC07SC09SC04SC12;Small;7;4;NA;NA;NA;NA;10;8;NA;NA;4;8;NA;NA;9;10;8;6;NA;NA;9;8;11;6;3;4;3;4;NA;3;51;NA;09.12.2023 16:17;1;0;11;11;0;0;2,49;63;Male
586;long;interview;09.12.2023 16:18;3;2;2;2;2;2;2;1;greedfirst;sc3sc2sc1sc4random2;SC07SC09SC12SC04;Large;8;7;NA;NA;NA;NA;5;4;NA;NA;4;5;1;4;NA;NA;1;1;NA;NA;7;7;35;33;42;30;42;26;NA;16;238;NA;09.12.2023 16:22;1;0;11;11;0;0;0,8;66;Female
589;long;interview;09.12.2023 16:18;2;1;3;2;1;2;2;1;greedlast;sc3sc1sc2sc4random2;SC13SC07SC04SC08;Small;6;6;NA;NA;NA;NA;9;8;8;7;NA;NA;NA;NA;5;7;NA;NA;8;8;9;10;NA;34;41;31;28;26;38;11;228;NA;09.12.2023 16:22;1;0;11;11;0;0;0,78;75;Male
1126;short;interview;11.12.2023 17:21;4;2;4;4;2;2;4;1;greedlast;;;Small;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;3;NA;NA;NA;NA;9;17;NA;50;75;25;NA;NA;NA;NA;176;NA;11.12.2023 17:24;1;0;7;7;0;0;0,44;64;Female
1175;short;interview;11.12.2023 17:25;2;2;2;2;2;2;2;1;greedlast;;;Large;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;3;NA;NA;NA;NA;NA;NA;9;13;NA;26;23;18;NA;NA;NA;NA;89;NA;11.12.2023 17:26;1;0;7;7;0;0;0,74;65;Female
652;long;interview;09.12.2023 16:22;3;2;2;3;3;3;3;1;greedfirst;sc2sc4sc3sc1random2;SC07SC05SC08SC12;Large;NA;NA;9;8;NA;NA;3;2;5;3;NA;NA;4;5;NA;NA;2;1;NA;NA;41;37;79;116;233;99;65;82;NA;23;534;NA;09.12.2023 16:35;1;0;11;11;0;0;0,26;56;Male
180;long;interview;09.12.2023 15:18;3;2;4;3;2;2;2;1;greedlast;sc2sc3sc1sc4random2;SC13SC09SC06SC04;Small;5;4;NA;NA;8;7;NA;NA;NA;NA;3;1;NA;NA;8;7;NA;NA;8;7;14;7;NA;59;23;39;25;24;35;53;279;NA;09.12.2023 15:22;1;0;11;11;0;0;0,71;39;Male
960;short;interview;11.12.2023 17:02;4;2;2;2;2;2;2;1;greedfirst;;;Large;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;8;NA;NA;NA;NA;NA;NA;16;8;51;39;NA;50;NA;NA;NA;NA;120;NA;11.12.2023 17:05;1;0;7;7;0;0;0,49;66;Female
917;short;interview;11.12.2023 16:56;2;1;3;1;2;1;1;1;greedlast;;;Small;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;3;NA;NA;NA;NA;4;3;NA;30;26;5;NA;NA;NA;NA;68;NA;11.12.2023 16:57;1;0;7;7;0;0;1,31;35;Female
803;short;interview;11.12.2023 16:39;5;2;1;5;2;2;1;1;greedlast;;;Large;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;7;NA;NA;NA;NA;NA;NA;31;12;NA;46;34;22;NA;NA;NA;NA;145;NA;11.12.2023 16:42;1;0;7;7;0;0;0,46;63;Female
816;short;interview;11.12.2023 16:42;4;4;4;3;2;2;3;1;greedlast;;;Small;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;6;NA;NA;NA;NA;11;22;NA;76;34;23;NA;NA;NA;NA;166;NA;11.12.2023 16:45;1;0;7;7;0;0;0,45;32;Female
1142;short;interview;11.12.2023 17:22;2;1;1;2;1;1;1;1;greedfirst;;;Small;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7;8;NA;NA;NA;NA;8;7;31;43;NA;15;NA;NA;NA;NA;104;NA;11.12.2023 17:24;1;0;7;7;0;0;0,72;62;Female
576;long;interview;09.12.2023 16:16;4;2;4;4;3;2;3;1;greedfirst;sc4sc3sc2sc1random2;SC13SC07SC08SC04;Small;3;4;NA;NA;NA;NA;1;2;4;7;NA;NA;NA;NA;6;8;NA;NA;8;9;8;4;31;27;18;19;25;26;NA;10;168;NA;09.12.2023 16:19;1;0;11;11;0;0;1,1;26;Male
72;long;interview;09.12.2023 15:10;4;4;3;4;5;4;3;1;greedfirst;sc4sc3sc1sc2random2;SC13SC07SC04SC08;Small;9;8;NA;NA;NA;NA;9;8;8;9;NA;NA;NA;NA;9;7;NA;NA;7;9;29;8;21;17;10;15;13;6;NA;6;125;NA;09.12.2023 15:12;1;0;11;11;0;0;1,61;73;Male
729;short;interview;11.12.2023 16:17;5;1;1;5;5;5;1;1;greedfirst;;;Small;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11;11;NA;NA;NA;NA;15;8;55;85;NA;41;NA;NA;NA;NA;204;NA;11.12.2023 16:21;1;0;7;7;0;0;0,42;61;Male
446;long;interview;09.12.2023 16:03;4;1;4;5;1;1;2;1;greedlast;sc1sc4sc3sc2random2;SC09SC13SC06SC04;Small;11;11;NA;NA;8;8;NA;NA;NA;NA;6;9;NA;NA;11;11;NA;NA;11;11;16;3;NA;83;70;35;45;24;122;25;423;NA;09.12.2023 16:10;1;0;11;11;0;0;0,66;20;Female
79;long;interview;09.12.2023 15:14;4;3;2;4;2;2;1;1;greedfirst;sc1sc2sc3sc4random2;SC05SC07SC08SC12;Small;NA;NA;7;7;NA;NA;10;10;1;3;NA;NA;NA;NA;2;7;2;2;NA;NA;13;14;69;59;32;34;43;32;NA;26;322;NA;09.12.2023 15:19;1;0;11;11;0;0;0,56;52;Female
498;long;interview;09.12.2023 16:09;5;5;3;2;3;3;3;1;greedfirst;sc4sc3sc1sc2random2;SC05SC13SC06SC08;Small;NA;NA;5;8;6;5;NA;NA;6;10;NA;NA;NA;NA;9;6;NA;NA;5;5;5;4;18;38;2;3;3;6;NA;16;95;NA;09.12.2023 16:10;1;0;11;11;0;0;2,02;19;Male
1000;short;interview;11.12.2023 17:08;1;1;2;1;1;1;1;1;greedlast;;;Small;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;6;NA;NA;NA;NA;10;8;NA;45;50;23;NA;NA;NA;NA;136;NA;11.12.2023 17:10;1;0;7;7;0;0;0,55;57;Male
579;long;interview;09.12.2023 16:16;4;4;5;2;2;4;4;1;greedlast;sc1sc4sc2sc3random2;SC09SC07SC12SC04;Large;3;2;NA;NA;NA;NA;4;4;NA;NA;7;8;7;7;NA;NA;2;6;NA;NA;143;4;NA;114;23;12;24;46;27;10;268;NA;09.12.2023 16:23;1;0;11;11;0;0;0,91;40;Female
964;short;interview;11.12.2023 17:03;5;4;5;5;5;5;1;1;greedfirst;;;Small;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9;6;NA;NA;NA;NA;160;23;47;55;NA;80;NA;NA;NA;NA;138;NA;11.12.2023 17:09;1;0;7;7;0;0;0,29;55;Female
70;long;interview;09.12.2023 15:09;1;1;3;2;1;1;1;1;greedfirst;sc3sc4sc1sc2random2;SC07SC13SC08SC04;Small;9;9;NA;NA;NA;NA;4;4;2;8;NA;NA;NA;NA;4;5;NA;NA;8;8;25;9;51;48;37;45;40;48;NA;16;319;NA;09.12.2023 15:14;1;0;11;11;0;0;0,56;57;Female
317;long;interview;09.12.2023 15:46;4;2;4;4;3;2;1;1;greedlast;sc1sc4sc3sc2random2;SC13SC07SC04SC08;Small;9;8;NA;NA;NA;NA;11;10;5;5;NA;NA;NA;NA;8;8;NA;NA;6;7;3;5;NA;90;68;39;23;16;29;14;287;NA;09.12.2023 15:51;1;0;11;11;0;0;1,02;42;Female
417;long;interview;09.12.2023 15:58;4;1;4;1;2;4;1;1;greedfirst;sc2sc4sc1sc3random2;SC09SC05SC06SC12;Small;NA;NA;6;4;6;6;NA;NA;NA;NA;4;7;NA;NA;6;9;3;6;NA;NA;19;37;72;69;78;42;42;59;NA;29;416;NA;09.12.2023 16:06;1;0;11;11;0;0;0,4;64;Female
1198;short;interview;11.12.2023 17:26;3;2;3;4;1;3;2;1;greedfirst;;;Small;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;6;NA;NA;NA;NA;23;12;175;27;NA;9;NA;NA;NA;NA;100;NA;11.12.2023 17:30;1;0;7;7;0;0;0,52;71;Female
886;short;interview;11.12.2023 16:52;4;4;2;4;4;2;1;1;greedfirst;;;Small;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;3;NA;NA;NA;NA;4;6;29;22;NA;24;NA;NA;NA;NA;85;NA;11.12.2023 16:53;1;0;7;7;0;0;1,02;68;Female
566;long;interview;09.12.2023 16:15;3;1;3;2;1;1;1;1;greedlast;sc4sc1sc2sc3random2;SC07SC09SC04SC12;Large;4;4;NA;NA;NA;NA;4;5;NA;NA;6;6;6;7;NA;NA;4;6;NA;NA;62;11;NA;78;68;71;67;53;50;30;436;NA;09.12.2023 16:23;1;0;11;11;0;0;0,38;54;Male
