PublicationDate,Source,Coder_1,Coder_2,TieBreaker,ArticleTitle
"Jan 12, 2021",Los Angeles Times,1,1,1,"CORONAVIRUS IN CALIFORNIA; Easing teens' 'collective trauma' during pandemic; Through the nonprofit City Year, recent college grads help students navigate the fear and isolation."
"Jan 17, 2021",Star Tribune,1,1,1,Looking for a cure for loneliness? Try the arts: Minnesotans combat the pain of isolation with projects big and small.
"Jan 17, 2021",The Washington Post,1,1,1,Artists' works reflect the effects of confinement and isolation
"Jan 26, 2021",Los Angeles Times,1,1,1,"THE COMPOSERS; Beauty rises out of isolation and sorrow; Scores by Terence Blanchard, Howard Shore, and Trent Reznor and Atticus Ross manage to soothe at the same time they reflect pain."
"Feb 6, 2021",Los Angeles Times,1,1,1,WHY OLDER PEOPLE HAVE A HARDER TIME IN THE PANDEMIC; SENIORS WERE ALREADY IN A LONELINESS EPIDEMIC. HERE'S HOW TO EASE THE ISOLATION FOR YOURSELF OR LOVED ONES
"Feb 16, 2021",Wall Street Journal (Online),1,1,1,You Should Talk to Strangers—Even During the Pandemic; Social distancing and isolation mean we're missing out on serendipitous exchanges with strangers. Here's why—and how—we should work to make them happen.
"Feb 26, 2021",New York Times,1,1,1,"Empty Shelves, Broken Pipes and a Feeling of Being 'Alone Out Here': [National Desk]"
"Mar 11, 2021",Los Angeles Times,1,1,1,"THE PANDEMIC :: ONE YEAR IN; After a year of COVID isolation, the usual feels odd"
"Mar 12, 2021",Chicago Tribune,1,1,1,I confess: I've enjoyed the solitude of this pandemic year
"Mar 17, 2021",USA TODAY,1,1,1,Garner finds peace being home alone
"Mar 28, 2021",New York Times,1,1,1,"After Suicide of Loved Ones, Toll of Long Isolation Is Felt: [Foreign Desk]"
"Apr 4, 2021",Wall Street Journal (Online),1,1,1,"Pandemic Spreads Isolation, and Nations Try to Soften the Sounds of Silence; Coronavirus-era social isolation prompts Japan to name a loneliness minister"
"Apr 7, 2021",The Washington Post,1,1,1,"Self-barred gamblers return to casinos amid stress, isolation of pandemic"
"Apr 9, 2021",Wall Street Journal (Online),1,1,1,"Loneliness, Anxiety and Loss: the Covid Pandemic's Terrible Toll on Kids; A year of school shutdowns and family trauma leads to social isolation, stress and mental-health issues"
"Apr 10, 2021",Star Tribune,1,1,1,"Introvert, extrovert: Who are you now?: Social distancing and isolation have taxed extroverts and introverts, but for different reasons. Has your personality changed permanently?"
"Apr 10, 2021",Wall Street Journal (Online),1,1,1,What Covid-19 Taught Us About the High Cost of Isolation; Let's take the lessons of the past year and apply them to the post-pandemic world
"Apr 20, 2021",New York Times,1,1,1,The Solitary Queen: [Letter]
"Apr 24, 2021",The Washington Post,1,1,1,Even introverts feel isolation
"Apr 29, 2021",The Washington Post,1,1,1,The torture of solitary
"Apr 30, 2021",Wall Street Journal (Online),1,1,1,"Tech Firms Tweak Work Tools to Grapple with 'Digital Exhaustion'; Workplace experts say it's a start, but the new features don't fully address the burnout and isolation of at-home workers"
"May 11, 2021",The Washington Post,1,1,1,How isolation during this pandemic can make your chronic pain worse
"May 11, 2021",The Washington Post,1,1,1,The pandemic actually eased my isolation
"May 18, 2021",Chicago Tribune,1,1,1,Friend worries about best friend's isolation
"Jun 11, 2021",Chicago Tribune,1,1,1,The power of creative isolation
"Jun 20, 2021",Chicago Tribune,1,1,1,Friendships 'cannot just exist on texts alone': It's time to revive relationships that were disrupted by the pandemic
"Jul 4, 2021",Los Angeles Times,1,1,1,Working within isolation; Roberto Gil de Montes' paintings capture our current distanced states
"Jul 14, 2021",Chicago Tribune,1,1,1,Illustrating isolation: Is loneliness the biggest thing we never talk about? Enter 'Seek You' by former Chicago author Kristen Radtke
"Jul 14, 2021",Wall Street Journal (Online),1,1,1,"U.S. Drug-Overdose Deaths Soared Nearly 30% in 2020, Driven by Synthetic Opioids; Fentanyl, along with isolation and stress from Covid-19 pandemic, propelled surge, experts say"
"Jul 18, 2021",Newsday,1,1,1,"Virus fueled booze use, experts say: Sales soared during pandemic amid isolation, job loss"
"Jul 22, 2021",The Washington Post,1,1,1,"Isolation, inequity make heat waves more deadly"
"Jul 25, 2021",Chicago Tribune,1,1,1,Wife's request for alone time at home unmet
"Jul 31, 2021",Wall Street Journal (Online),1,1,1,"For Olympic Athletes, It's Been an Even More Stressful Games Than Usual; The pandemic has made enduring the isolation and anxiety of competing in the Olympics even more difficult for athletes"
"Aug 18, 2021",New York Times,1,1,1,Here to Help; How Parents Can Get Alone Time: [The Arts/Cultural Desk]
"Aug 29, 2021",Chicago Tribune,1,1,1,"How parents and teachers can help kids: After a year of isolation, some are nervous about returning to school"
"Sep 5, 2021",The Washington Post,1,1,1,"Sweet, sweet solitude"
"Sep 13, 2021",Wall Street Journal (Online),1,1,1,"Anxious About Talking to People After Lockdown? Here's Some Advice; After months of isolation, you may feel you have nothing interesting to say. But research shows you can relax."
"Oct 10, 2021",Star Tribune,1,1,1,COVID adds to isolation for some
"Oct 29, 2021",Wall Street Journal (Online),1,1,1,"Zoom, Slack, Google Hangouts and More: The Hidden Risks of Remote Work; A researcher says they have many benefits. But they also come with four big downsides: isolation, exclusion, surveillance and self-censorship."
"Oct 29, 2021",New York Times,1,1,1,The Self-Isolation of the American Left: [Op-Ed]
"Nov 5, 2021",New York Times,1,1,1,Isolation: [Review]
"Nov 10, 2021",Chicago Tribune,1,1,1,"Emotional toll of adult acne: Facial blemishes can affect people in their 30s, 40s and beyond, leading to depression, anxiety and social isolation"
"Nov 13, 2021",Wall Street Journal (Online),1,1,1,"In Elizabeth Holmes Trial, Ex-Theranos Employees Cite Culture of Fear and Isolation; Pervasive secrecy kept even high-ranking people at startup in the dark, former employees say in testimony"
"Nov 19, 2021",Wall Street Journal (Online),1,1,1,"Five Principles for a Better Post-Pandemic You; Covid has worsened the stress and isolation of modern life, but a few simple ideas can put us on the path to well-being."
"Dec 7, 2021",Los Angeles Times,1,1,1,Youths facing mental health crisis; Surgeon general issues advisory to focus attention on problems made worse by pandemic isolation.
"Dec 7, 2021",The Washington Post,1,1,1,Feeling truly alone? Here are ways to fight it.
"Dec 15, 2021",New York Times,1,1,1,"In a Time of Crisis, a City Fights Isolation"
"Dec 19, 2021",Los Angeles Times,1,1,1,LONELY HEARTS UNITE; ARTISTS FROM AROUND THE WORLD TAKE ON PANDEMIC-ERA FEELINGS OF ISOLATION AND MELANCHOLY IN A CATHARTIC NEW EXHIBITION AT LAXART
"Dec 26, 2021",New York Times,1,1,1,"A House Ideal for Reunions, and Time Alone: [Real Estate Desk]"
"Dec 26, 2021",Star Tribune,1,1,1,READERS WRITE The question of isolation
"Jan 10, 2022",Wall Street Journal (Online),1,1,1,"'Magic' Multigenerational Housing Aims to Alleviate Social Isolation; Two co-living communities set to break ground this year seek to address loneliness, as well as the caregiving and affordable-housing shortages, in the U.S."
"Jan 16, 2022",Tampa Bay Times,1,1,1,Solitary defined: matter of opinion: Rights advocates differ widely with prison officials on the meaning of isolation
"Jan 19, 2022",Los Angeles Times,1,1,1,Feeling especially anxious? You're not alone; Stress levels are at an 'all-time high' amid a pandemic that seems as if it will never end.
"Jan 28, 2022",Chicago Tribune,1,1,1,Holocaust survivor voices through isolation of pandemic [Corrected 01/29/2022]
"Feb 6, 2022",Los Angeles Times,1,1,1,Our cells 'listen for loneliness'; 'So lonely you could die' isn't just a song lyric. Neurogenomics is proving the human nervous system is not well suited to isolation.
"Feb 20, 2022",New York Times,1,1,1,A Fantasy Writer With Dreams of Solitude: [Metropolitan Desk]
"Mar 8, 2022",Wall Street Journal (Online),1,1,1,The Forced Isolation of Children in the Covid Era; More acknowledgment that harms were many and benefits were few.
"Mar 8, 2022",New York Times,1,1,1,Being Alone Doesn't Have to Be Lonely: [Science Desk]
"Mar 24, 2022",Wall Street Journal (Online),1,1,1,"To Enjoy Social Contact, Choice Matters; New research shows that people are least happy when they don't have control over whether to spend time alone or in a group"
"Mar 28, 2022",Newsday,1,1,1,"Loneliness, anxiety, isolation: Long Island moms describe pandemic's toll: MOMS OF THE PANDEMIC: Stress, lack of support causing mental health problems"
"Mar 31, 2022",Wall Street Journal (Online),1,1,1,"How the Epic, Dystopian Novel Took Over Bookshelves; Between the enforced isolation of the pandemic and the specter of apocalypse, prize-winning novelists like Jennifer Egan, Emily St. John Mandel and others have turned their sights on dystopian, grand-scale fantasies. Why?"
"Apr 4, 2022",The Washington Post,1,1,1,Walking group helps women connect after two years of pandemic solitude
"Apr 12, 2022",The Washington Post,1,1,1,Some good ways you can carve out 'alone time'
"May 15, 2022",Star Tribune,1,1,1,The cost of isolation and disappointment: FICTION: A probing look at the roots of inhumanity and how the past can poison our compassion.
"May 16, 2022",New York Times,1,1,1,"Before Attack, Solitary Teen Caused Alarm: [National Desk]"
"Jun 5, 2022",Chicago Tribune,1,1,1,Musician sought solitude in desert
"Sep 5, 2022",Newsday,1,1,1,Feeling alone in grief over police violence
"Sep 22, 2022",The Washington Post,1,1,1,An extrovert doesn't understand his partner's need for alone time
"Oct 16, 2022",The Washington Post,1,1,1,"Stories of agony, isolation, ineptitude"
"Oct 18, 2022",Wall Street Journal (Online),1,1,1,"Inmate Suicides Rose Sharply in U.S. Prisons, Jails During Pandemic; More inmates kill themselves amid pandemic isolation, increased use of drugs, staff shortages"
"Oct 23, 2022",Star Tribune,1,1,1,"Looking, in vain, to escape isolation and delusion: FICTION: Jonathan Dee's latest novel follows an acerbic narrator."
"Oct 23, 2022",The Washington Post,1,1,1,James proves that GOATs need not obsess in isolation
"Nov 4, 2022",Wall Street Journal (Online),1,1,1,"Alcohol-Related Deaths Soared During the First Year of the Pandemic, CDC Study Says; Experts say isolation, financial stress and therapy disruptions may have contributed to jump in alcohol deaths"
"Nov 17, 2022",Los Angeles Times,1,1,1,ONE SHOT; Power in isolation
"Nov 18, 2022",New York Times,1,1,1,"Isolation and Catastrophe, Beautifully Voiced: [Review]"
"Nov 20, 2022",Los Angeles Times,1,1,1,"Path to far-right extremism; Man accused in Pelosi attack was spiraling in isolation, friends say"
"Nov 25, 2022",The Washington Post,1,1,1,We are spending scary amounts of time alone. Can we stop ourselves?
"Dec 11, 2022",Chicago Tribune,1,1,1,"We heard from the nation's top doctor on loneliness, isolation and what to do if you catch COVID [Corrected 12/11/2022]"
"Dec 11, 2022",Chicago Tribune,1,1,1,End isolation for Cook County's youth [Corrected 12/11/2022]
"Dec 11, 2022",New York Times,1,1,1,"Behind New York City’s Shift on Mental Health, a Solitary Quest"
"Dec 30, 2022",Chicago Tribune,1,1,1,"Life getting lonelier for last masked holdouts [Corrected 12/31/2022]: Whether vulnerable or risk-averse, their isolation gets worse"
