Subj,Condition,Type,sceneType,IPSame,duration,Finished,sheepPic,attn1,attn2,catcall_pilot,cheat_pilot,provoke_pilot,talking_pilot,crash_pilot,shoving_pilot,demand,hypothesis,self_attn1,self_attn2,Gender,sex_orientation,Age,Ethnicity.race,PolFac_1,PolFac_2,PolFac_3,Survey,MoralAction,PunishAction,Punish_police,BlameAct,Deserve,Legit1,Legit2,LegitExist,Legit3,Disobey,MoralPerson,Future1,Future2,Character,dichot,you_notice,you_fine,you_police,feel1,feel2,feel3
264,1,1,cheat,0,0,1,1,1,1,1,1,8,8,1,1,2,Confronting ptoblems and how to handle them as well as what do u think of these problems,7,7,1,1,20,5,2,2,2,5,4,5,5,5,4,5,5,6,4,4,1,7,5,1,0,1,7,1,5,5,7
264,1,1,shoving,0,0,1,1,1,1,1,1,8,8,1,1,2,Confronting ptoblems and how to handle them as well as what do u think of these problems,7,7,1,1,20,5,2,2,2,5,3,5,4,3,5,5,5,4,5,5,7,5,3,2,1,1,3,1,6,5,7
264,1,2,talking,0,0,1,1,1,1,1,1,8,8,1,1,2,Confronting ptoblems and how to handle them as well as what do u think of these problems,7,7,1,1,20,5,2,2,2,5,3,5,5,5,4,5,5,4,4,5,4,5,5,4,1,7,7,3,3,5,5
264,2,1,catcalling,0,0,1,1,1,1,1,1,8,8,1,1,2,Confronting ptoblems and how to handle them as well as what do u think of these problems,7,7,1,1,20,5,2,2,2,5,5,6,7,7,6,7,7,1,7,7,7,5,3,4,1,7,6,6,1,1,1
264,2,2,crash,0,0,1,1,1,1,1,1,8,8,1,1,2,Confronting ptoblems and how to handle them as well as what do u think of these problems,7,7,1,1,20,5,2,2,2,5,7,7,7,7,7,7,7,1,7,7,7,7,4,7,1,7,7,7,1,1,1
264,2,2,provoke,0,0,1,1,1,1,1,1,8,8,1,1,2,Confronting ptoblems and how to handle them as well as what do u think of these problems,7,7,1,1,20,5,2,2,2,5,5,7,5,6,5,7,7,1,7,7,3,5,5,4,1,7,5,5,1,1,1
265,1,1,crash,0,0,1,1,1,1,9,8,2,1,9,9,1,It was about what you’d do or think during moral situations,7,7,2,1,22,5,4,4,NA,5,5,5,5,6,4,7,6,1,7,1,5,5,1,4,1,7,7,6,7,2,1
265,1,1,provoke,0,0,1,1,1,1,9,8,2,1,9,9,1,It was about what you’d do or think during moral situations,7,7,2,1,22,5,4,4,NA,5,1,6,1,1,1,5,1,7,4,2,3,4,2,1,0,6,7,6,7,7,7
265,2,1,shoving,0,0,1,1,1,1,9,8,2,1,9,9,1,It was about what you’d do or think during moral situations,7,7,2,1,22,5,4,4,NA,5,7,7,7,7,7,7,6,1,7,1,7,7,1,7,1,7,7,7,5,1,1
265,2,1,talking,0,0,1,1,1,1,9,8,2,1,9,9,1,It was about what you’d do or think during moral situations,7,7,2,1,22,5,4,4,NA,5,7,7,7,7,7,7,6,1,7,1,7,7,1,7,1,7,7,6,7,2,5
265,2,2,catcalling,0,0,1,1,1,1,9,8,2,1,9,9,1,It was about what you’d do or think during moral situations,7,7,2,1,22,5,4,4,NA,5,7,7,7,7,7,7,7,1,6,1,7,5,2,7,1,7,7,7,7,1,1
265,2,2,cheat,0,0,1,1,1,1,9,8,2,1,9,9,1,It was about what you’d do or think during moral situations,7,7,2,1,22,5,4,4,NA,5,7,7,7,7,7,7,7,1,7,1,7,7,1,7,1,6,6,5,4,1,1
266,1,1,catcalling,0,0,1,1,1,1,2,1,2,8,8,2,1,I think it was to gauge people's perception in awkward and strange social situations. ,7,7,1,1,33,7,5,6,6,4,4,3,2,5,1,3,6,6,2,5,6,5,2,4,0,5,5,5,6,6,7
266,1,1,cheat,0,0,1,1,1,1,2,1,2,8,8,2,1,I think it was to gauge people's perception in awkward and strange social situations. ,7,7,1,1,33,7,5,6,6,4,6,2,2,6,1,3,1,7,6,5,5,6,5,3,0,2,2,2,7,6,6
266,1,1,crash,0,0,1,1,1,1,2,1,2,8,8,2,1,I think it was to gauge people's perception in awkward and strange social situations. ,7,7,1,1,33,7,5,6,6,4,7,3,4,5,3,3,4,3,6,5,5,6,3,4,0,5,4,4,5,5,5
266,1,1,shoving,0,0,1,1,1,1,2,1,2,8,8,2,1,I think it was to gauge people's perception in awkward and strange social situations. ,7,7,1,1,33,7,5,6,6,4,6,6,6,6,6,5,5,3,6,5,6,7,3,4,0,6,3,3,6,5,6
266,1,2,talking,0,0,1,1,1,1,2,1,2,8,8,2,1,I think it was to gauge people's perception in awkward and strange social situations. ,7,7,1,1,33,7,5,6,6,4,7,5,5,7,5,3,4,2,7,4,5,4,5,4,0,6,5,5,5,5,6
266,2,1,provoke,0,0,1,1,1,1,2,1,2,8,8,2,1,I think it was to gauge people's perception in awkward and strange social situations. ,7,7,1,1,33,7,5,6,6,4,7,6,7,7,7,6,7,1,7,7,6,6,2,4,1,7,7,7,7,6,6
267,1,2,talking,0,0,1,1,1,1,2,9,2,1,1,1,1,Not sure,7,7,1,7,21,6,2,6,6,4,4,4,3,4,2,1,1,7,3,3,1,1,1,1,1,5,5,5,6,6,5
267,2,1,shoving,0,0,1,1,1,1,2,9,2,1,1,1,1,Not sure,7,7,1,7,21,6,2,6,6,4,7,7,7,7,7,7,7,1,7,7,5,7,5,7,1,7,7,7,1,1,1
267,2,2,catcalling,0,0,1,1,1,1,2,9,2,1,1,1,1,Not sure,7,7,1,7,21,6,2,6,6,4,6,5,6,6,5,7,7,3,5,3,4,4,5,1,1,5,7,7,6,3,3
267,2,2,cheat,0,0,1,1,1,1,2,9,2,1,1,1,1,Not sure,7,7,1,7,21,6,2,6,6,4,7,7,7,7,7,7,7,1,7,7,6,7,4,7,1,7,7,7,1,1,1
267,2,2,crash,0,0,1,1,1,1,2,9,2,1,1,1,1,Not sure,7,7,1,7,21,6,2,6,6,4,7,7,7,7,7,7,7,1,7,7,5,5,5,4,1,7,7,7,1,1,1
267,2,2,provoke,0,0,1,1,1,1,2,9,2,1,1,1,1,Not sure,7,7,1,7,21,6,2,6,6,4,7,7,7,7,7,7,7,7,7,7,5,6,3,5,1,7,7,7,1,1,1
268,1,1,talking,0,0,1,1,1,1,1,2,1,9,9,9,1,people's judgements on certain scenarios and to see which actions are looked more lenient upon,7,7,1,1,41,7,6,6,6,4,5,5,6,6,5,5,5,3,7,5,6,7,4,5,1,5,5,5,2,2,4
268,1,2,cheat,0,0,1,1,1,1,1,2,1,9,9,9,1,people's judgements on certain scenarios and to see which actions are looked more lenient upon,7,7,1,1,41,7,6,6,6,4,6,5,6,6,5,6,4,2,6,4,5,5,3,3,1,2,4,2,4,4,2
268,1,2,shoving,0,0,1,1,1,1,1,2,1,9,9,9,1,people's judgements on certain scenarios and to see which actions are looked more lenient upon,7,7,1,1,41,7,6,6,6,4,4,4,5,4,2,4,4,5,4,2,3,6,1,4,1,5,2,1,7,5,7
268,2,1,catcalling,0,0,1,1,1,1,1,2,1,9,9,9,1,people's judgements on certain scenarios and to see which actions are looked more lenient upon,7,7,1,1,41,7,6,6,6,4,5,5,7,7,7,7,7,1,7,7,6,7,1,7,1,6,7,4,5,1,1
268,2,1,crash,0,0,1,1,1,1,1,2,1,9,9,9,1,people's judgements on certain scenarios and to see which actions are looked more lenient upon,7,7,1,1,41,7,6,6,6,4,7,7,7,7,7,7,7,1,7,5,6,7,4,6,1,5,5,5,2,2,1
268,2,2,provoke,0,0,1,1,1,1,1,2,1,9,9,9,1,people's judgements on certain scenarios and to see which actions are looked more lenient upon,7,7,1,1,41,7,6,6,6,4,2,5,5,6,4,5,5,3,4,1,3,6,4,1,1,4,5,2,5,4,1
269,1,1,cheat,0,0,1,1,1,1,1,2,1,8,8,9,1,I think this survey seeks to determine what people's thoughts are on the morality of everyday situations they might come across.,7,7,3,1,29,6,3,6,3,4,5,6,7,6,5,6,3,5,6,5,5,6,5,3,1,1,1,1,7,6,7
269,1,1,talking,0,0,1,1,1,1,1,2,1,8,8,9,1,I think this survey seeks to determine what people's thoughts are on the morality of everyday situations they might come across.,7,7,3,1,29,6,3,6,3,4,5,4,4,7,6,4,6,2,6,7,4,6,5,4,1,5,6,3,6,3,4
269,1,2,catcalling,0,0,1,1,1,1,1,2,1,8,8,9,1,I think this survey seeks to determine what people's thoughts are on the morality of everyday situations they might come across.,7,7,3,1,29,6,3,6,3,4,1,3,4,6,4,7,6,1,6,6,1,5,5,2,0,6,2,2,6,5,7
269,2,1,crash,0,0,1,1,1,1,1,2,1,8,8,9,1,I think this survey seeks to determine what people's thoughts are on the morality of everyday situations they might come across.,7,7,3,1,29,6,3,6,3,4,5,7,7,6,7,7,7,1,7,7,4,5,5,5,1,3,5,6,5,3,3
269,2,1,provoke,0,0,1,1,1,1,1,2,1,8,8,9,1,I think this survey seeks to determine what people's thoughts are on the morality of everyday situations they might come across.,7,7,3,1,29,6,3,6,3,4,1,6,5,3,3,6,4,1,7,6,1,6,3,3,1,7,5,5,7,6,4
269,2,1,shoving,0,0,1,1,1,1,1,2,1,8,8,9,1,I think this survey seeks to determine what people's thoughts are on the morality of everyday situations they might come across.,7,7,3,1,29,6,3,6,3,4,6,7,7,7,7,7,7,1,7,7,5,6,3,7,1,7,6,6,5,4,4
270,1,2,provoke,0,0,1,1,1,1,9,1,9,1,8,2,1,about personal decisions and how people acted according to the occasions,7,7,1,1,26,4,3,5,2,4,3,3,4,5,4,4,4,4,6,4,2,5,3,2,1,6,6,5,7,5,5
270,1,2,shoving,0,0,1,1,1,1,9,1,9,1,8,2,1,about personal decisions and how people acted according to the occasions,7,7,1,1,26,4,3,5,2,4,1,2,1,1,1,1,1,7,5,2,1,2,6,3,0,2,1,1,7,7,4
270,1,2,talking,0,0,1,1,1,1,9,1,9,1,8,2,1,about personal decisions and how people acted according to the occasions,7,7,1,1,26,4,3,5,2,4,3,1,1,2,2,2,2,3,6,4,2,3,7,4,0,1,2,2,7,3,7
270,2,1,cheat,0,0,1,1,1,1,9,1,9,1,8,2,1,about personal decisions and how people acted according to the occasions,7,7,1,1,26,4,3,5,2,4,7,7,1,7,7,7,7,1,7,7,7,7,7,7,1,6,5,5,1,1,4
270,2,1,crash,0,0,1,1,1,1,9,1,9,1,8,2,1,about personal decisions and how people acted according to the occasions,7,7,1,1,26,4,3,5,2,4,7,7,1,7,7,7,7,1,7,7,7,7,2,7,1,7,7,7,4,1,7
270,2,2,catcalling,0,0,1,1,1,1,9,1,9,1,8,2,1,about personal decisions and how people acted according to the occasions,7,7,1,1,26,4,3,5,2,4,4,7,2,7,7,7,7,1,7,7,3,7,6,7,1,7,7,7,3,1,5
271,1,1,catcalling,0,0,1,1,1,1,1,9,1,9,1,1,1,how willing people are to step up when they see something morally or legally wrong,7,7,2,1,60,4,6,6,5,4,1,4,4,7,3,4,5,5,4,3,5,7,1,1,1,1,2,2,1,1,1
271,1,2,crash,0,0,1,1,1,1,1,9,1,9,1,1,1,how willing people are to step up when they see something morally or legally wrong,7,7,2,1,60,4,6,6,5,4,1,2,2,4,1,4,4,4,7,4,1,4,1,1,0,7,2,2,7,4,1
271,1,2,shoving,0,0,1,1,1,1,1,9,1,9,1,1,1,how willing people are to step up when they see something morally or legally wrong,7,7,2,1,60,4,6,6,5,4,1,1,1,1,1,1,1,7,4,1,1,4,1,1,0,1,1,1,7,7,7
271,2,2,cheat,0,0,1,1,1,1,1,9,1,9,1,1,1,how willing people are to step up when they see something morally or legally wrong,7,7,2,1,60,4,6,6,5,4,7,7,7,7,7,6,6,2,6,7,7,7,4,7,1,4,7,7,2,2,2
271,2,2,provoke,0,0,1,1,1,1,1,9,1,9,1,1,1,how willing people are to step up when they see something morally or legally wrong,7,7,2,1,60,4,6,6,5,4,1,7,7,1,3,3,2,5,6,6,1,7,6,1,1,7,7,7,7,7,7
271,2,2,talking,0,0,1,1,1,1,1,9,1,9,1,1,1,how willing people are to step up when they see something morally or legally wrong,7,7,2,1,60,4,6,6,5,4,7,7,7,7,7,7,7,1,7,7,7,7,3,5,1,7,7,7,7,1,4
272,1,1,crash,0,0,1,1,1,1,2,1,2,1,1,1,1,Morals and whether or not I thought something was bad from looking at a photo and reading information.,7,7,2,8,21,5,3,5,5,5,3,4,4,3,4,6,6,2,6,3,4,5,3,2,1,5,2,2,3,2,5
272,1,2,provoke,0,0,1,1,1,1,2,1,2,1,1,1,1,Morals and whether or not I thought something was bad from looking at a photo and reading information.,7,7,2,8,21,5,3,5,5,5,1,1,3,2,2,4,4,5,6,4,2,5,2,3,1,6,3,2,2,2,5
272,1,2,talking,0,0,1,1,1,1,2,1,2,1,1,1,1,Morals and whether or not I thought something was bad from looking at a photo and reading information.,7,7,2,8,21,5,3,5,5,5,2,2,4,5,2,2,2,2,5,3,2,6,2,3,1,2,2,2,4,2,4
272,2,1,catcalling,0,0,1,1,1,1,2,1,2,1,1,1,1,Morals and whether or not I thought something was bad from looking at a photo and reading information.,7,7,2,8,21,5,3,5,5,5,5,5,7,6,6,7,7,1,7,6,6,7,1,6,1,6,5,4,1,1,1
272,2,1,cheat,0,0,1,1,1,1,2,1,2,1,1,1,1,Morals and whether or not I thought something was bad from looking at a photo and reading information.,7,7,2,8,21,5,3,5,5,5,7,7,7,7,7,7,7,1,7,1,6,7,1,7,1,5,3,2,2,1,4
272,2,2,shoving,0,0,1,1,1,1,2,1,2,1,1,1,1,Morals and whether or not I thought something was bad from looking at a photo and reading information.,7,7,2,8,21,5,3,5,5,5,7,7,7,7,7,7,7,1,7,2,7,6,2,7,1,7,7,7,2,1,1
273,1,1,provoke,0,0,1,1,1,1,2,1,2,9,9,9,1,I think this survey was about whether or not participants find certain crimes worthy of legal punishment depending on their perceived severity.,7,7,2,5,33,5,6,6,6,4,4,4,4,4,3,3,3,5,4,4,4,5,4,3,1,6,6,5,4,4,4
273,1,1,shoving,0,0,1,1,1,1,2,1,2,9,9,9,1,I think this survey was about whether or not participants find certain crimes worthy of legal punishment depending on their perceived severity.,7,7,2,5,33,5,6,6,6,4,4,5,5,5,4,5,5,3,7,7,4,6,4,4,1,5,4,4,4,4,4
273,1,2,catcalling,0,0,1,1,1,1,2,1,2,9,9,9,1,I think this survey was about whether or not participants find certain crimes worthy of legal punishment depending on their perceived severity.,7,7,2,5,33,5,6,6,6,4,1,2,2,2,2,2,6,6,2,2,1,2,3,1,0,4,4,4,7,7,7
273,2,1,crash,0,0,1,1,1,1,2,1,2,9,9,9,1,I think this survey was about whether or not participants find certain crimes worthy of legal punishment depending on their perceived severity.,7,7,2,5,33,5,6,6,6,4,7,7,7,7,7,7,7,1,7,7,7,7,5,7,1,7,7,7,2,2,2
273,2,1,talking,0,0,1,1,1,1,2,1,2,9,9,9,1,I think this survey was about whether or not participants find certain crimes worthy of legal punishment depending on their perceived severity.,7,7,2,5,33,5,6,6,6,4,7,7,7,7,7,7,7,1,7,7,7,7,5,7,1,7,7,7,4,3,3
273,2,2,cheat,0,0,1,1,1,1,2,1,2,9,9,9,1,I think this survey was about whether or not participants find certain crimes worthy of legal punishment depending on their perceived severity.,7,7,2,5,33,5,6,6,6,4,6,4,6,6,6,6,6,2,6,6,5,6,4,6,1,5,5,5,4,4,4
274,1,1,catcalling,0,0,1,1,1,1,2,1,1,9,9,1,1,To determine how people view actions in terms of their morality or their immorality.,7,7,1,1,30,5,4,7,NA,4,4,5,7,5,5,7,7,4,5,5,7,7,4,1,1,5,4,4,7,4,4
274,1,2,provoke,0,0,1,1,1,1,2,1,1,9,9,1,1,To determine how people view actions in terms of their morality or their immorality.,7,7,1,1,30,5,4,7,NA,4,1,4,1,1,1,1,1,7,4,1,1,1,4,1,0,7,7,7,7,7,7
274,1,2,shoving,0,0,1,1,1,1,2,1,1,9,9,1,1,To determine how people view actions in terms of their morality or their immorality.,7,7,1,1,30,5,4,7,NA,4,4,2,2,4,2,4,4,4,7,7,4,4,7,2,1,6,4,4,7,4,4
274,2,1,cheat,0,0,1,1,1,1,2,1,1,9,9,1,1,To determine how people view actions in terms of their morality or their immorality.,7,7,1,1,30,5,4,7,NA,4,7,7,7,7,7,7,7,1,7,7,7,7,4,7,1,7,7,7,7,1,1
274,2,1,talking,0,0,1,1,1,1,2,1,1,9,9,1,1,To determine how people view actions in terms of their morality or their immorality.,7,7,1,1,30,5,4,7,NA,4,7,7,7,7,7,7,7,1,7,7,7,7,4,7,1,7,7,7,7,1,1
274,2,2,crash,0,0,1,1,1,1,2,1,1,9,9,1,1,To determine how people view actions in terms of their morality or their immorality.,7,7,1,1,30,5,4,7,NA,4,7,7,7,7,7,7,7,1,7,7,7,7,4,7,1,7,7,7,7,1,1
275,1,2,cheat,0,0,1,1,1,1,2,2,2,9,9,2,3,Determining what behavior people consider immoral,7,7,2,1,59,6,5,6,7,5,5,4,3,6,3,4,5,3,6,5,4,4,3,4,0,1,2,3,4,2,2
275,1,2,crash,0,0,1,1,1,1,2,2,2,9,9,2,3,Determining what behavior people consider immoral,7,7,2,1,59,6,5,6,7,5,4,2,5,7,3,5,6,1,7,7,5,4,4,4,1,6,3,4,2,2,2
275,1,2,talking,0,0,1,1,1,1,2,2,2,9,9,2,3,Determining what behavior people consider immoral,7,7,2,1,59,6,5,6,7,5,6,3,4,7,5,5,5,2,7,7,6,4,3,5,1,3,3,3,2,1,1
275,2,1,provoke,0,0,1,1,1,1,2,2,2,9,9,2,3,Determining what behavior people consider immoral,7,7,2,1,59,6,5,6,7,5,6,7,7,7,6,5,4,3,7,6,5,7,2,3,0,6,3,6,5,5,4
275,2,2,catcalling,0,0,1,1,1,1,2,2,2,9,9,2,3,Determining what behavior people consider immoral,7,7,2,1,59,6,5,6,7,5,3,5,7,7,6,7,7,1,6,5,4,4,4,3,1,5,5,5,4,2,2
275,2,2,shoving,0,0,1,1,1,1,2,2,2,9,9,2,3,Determining what behavior people consider immoral,7,7,2,1,59,6,5,6,7,5,7,7,7,5,4,5,5,1,7,4,4,4,4,4,1,7,4,5,5,2,2
276,1,1,cheat,0,0,1,1,1,1,2,2,2,1,9,1,1,"There may be an interest in how we judge the second of two behaviors, based on what the first one was.",7,7,2,1,39,4,6,6,6,4,6,7,7,6,7,7,7,1,7,6,6,7,4,6,0,3,4,3,3,2,5
276,1,1,talking,0,0,1,1,1,1,2,2,2,1,9,1,1,"There may be an interest in how we judge the second of two behaviors, based on what the first one was.",7,7,2,1,39,4,6,6,6,4,2,2,1,2,1,2,4,6,4,3,2,4,4,1,0,5,4,4,6,6,6
276,2,1,crash,0,0,1,1,1,1,2,2,2,1,9,1,1,"There may be an interest in how we judge the second of two behaviors, based on what the first one was.",7,7,2,1,39,4,6,6,6,4,7,7,7,7,7,7,7,1,7,7,7,7,4,7,1,7,7,7,1,1,1
276,2,2,catcalling,0,0,1,1,1,1,2,2,2,1,9,1,1,"There may be an interest in how we judge the second of two behaviors, based on what the first one was.",7,7,2,1,39,4,6,6,6,4,5,6,6,6,6,7,7,1,7,4,3,4,4,4,1,4,4,4,3,1,1
276,2,2,provoke,0,0,1,1,1,1,2,2,2,1,9,1,1,"There may be an interest in how we judge the second of two behaviors, based on what the first one was.",7,7,2,1,39,4,6,6,6,4,5,5,5,5,5,4,3,4,7,6,4,6,3,3,1,7,7,7,1,1,1
276,2,2,shoving,0,0,1,1,1,1,2,2,2,1,9,1,1,"There may be an interest in how we judge the second of two behaviors, based on what the first one was.",7,7,2,1,39,4,6,6,6,4,6,6,6,6,6,5,5,2,7,5,5,5,4,4,1,7,7,7,4,2,2
277,1,2,cheat,0,0,1,1,1,1,9,2,9,9,9,2,1,It had something to do with how we perceive major and minor offenses in an ethical sense,7,7,2,1,40,4,7,7,7,4,5,6,6,4,5,7,7,3,5,4,2,5,1,3,0,1,1,1,7,6,7
277,2,1,talking,0,0,1,1,1,1,9,2,9,9,9,2,1,It had something to do with how we perceive major and minor offenses in an ethical sense,7,7,2,1,40,4,7,7,7,4,7,7,7,7,7,7,7,1,7,7,7,7,2,7,1,7,7,7,4,2,6
277,2,2,catcalling,0,0,1,1,1,1,9,2,9,9,9,2,1,It had something to do with how we perceive major and minor offenses in an ethical sense,7,7,2,1,40,4,7,7,7,4,4,7,7,7,6,7,7,1,7,6,4,7,1,4,1,7,5,5,6,6,7
277,2,2,crash,0,0,1,1,1,1,9,2,9,9,9,2,1,It had something to do with how we perceive major and minor offenses in an ethical sense,7,7,2,1,40,4,7,7,7,4,7,7,7,7,7,7,7,1,7,7,7,7,1,7,1,7,7,7,4,1,1
277,2,2,provoke,0,0,1,1,1,1,9,2,9,9,9,2,1,It had something to do with how we perceive major and minor offenses in an ethical sense,7,7,2,1,40,4,7,7,7,4,4,6,7,4,5,7,7,1,7,7,2,6,2,4,1,6,6,6,6,3,7
277,2,2,shoving,0,0,1,1,1,1,9,2,9,9,9,2,1,It had something to do with how we perceive major and minor offenses in an ethical sense,7,7,2,1,40,4,7,7,7,4,7,7,7,7,7,7,7,1,7,7,7,7,1,7,1,7,7,7,4,4,4
278,1,1,crash,0,0,1,1,1,1,2,1,1,1,9,9,2,Moral decisions and their punishment according to the law.,6,7,1,5,21,5,6,6,6,4,6,4,3,6,4,3,3,2,6,2,5,6,5,6,1,5,3,3,3,3,5
278,1,2,catcalling,0,0,1,1,1,1,2,1,1,1,9,9,2,Moral decisions and their punishment according to the law.,6,7,1,5,21,5,6,6,6,4,4,4,5,3,3,4,4,4,4,5,3,2,7,3,0,6,7,3,7,7,7
278,2,1,provoke,0,0,1,1,1,1,2,1,1,1,9,9,2,Moral decisions and their punishment according to the law.,6,7,1,5,21,5,6,6,6,4,7,7,1,7,7,6,6,1,7,1,6,7,7,7,1,7,2,7,7,1,7
278,2,2,cheat,0,0,1,1,1,1,2,1,1,1,9,9,2,Moral decisions and their punishment according to the law.,6,7,1,5,21,5,6,6,6,4,7,7,1,7,7,2,3,1,7,1,7,5,5,7,0,5,3,5,2,2,7
278,2,2,shoving,0,0,1,1,1,1,2,1,1,1,9,9,2,Moral decisions and their punishment according to the law.,6,7,1,5,21,5,6,6,6,4,5,5,5,5,5,5,5,4,3,3,5,5,5,5,1,5,5,5,5,5,5
278,2,2,talking,0,0,1,1,1,1,2,1,1,1,9,9,2,Moral decisions and their punishment according to the law.,6,7,1,5,21,5,6,6,6,4,7,7,1,7,7,5,6,1,7,1,7,7,7,7,1,7,3,7,2,1,7
279,1,1,cheat,0,0,1,1,1,1,1,1,1,1,8,1,1,Perceptions of morality.,7,7,1,1,43,4,5,5,5,4,5,5,7,6,6,7,7,1,7,7,5,5,6,4,1,1,1,1,3,1,5
279,1,1,crash,0,0,1,1,1,1,1,1,1,1,8,1,1,Perceptions of morality.,7,7,1,1,43,4,5,5,5,4,2,2,1,4,2,7,7,1,7,5,3,4,5,3,1,4,1,1,5,5,2
279,1,1,provoke,0,0,1,1,1,1,1,1,1,1,8,1,1,Perceptions of morality.,7,7,1,1,43,4,5,5,5,4,1,5,7,4,5,7,3,1,7,7,5,7,1,1,1,1,1,1,1,1,3
279,2,1,catcalling,0,0,1,1,1,1,1,1,1,1,8,1,1,Perceptions of morality.,7,7,1,1,43,4,5,5,5,4,4,5,6,6,7,7,7,1,7,7,5,5,3,4,1,5,4,4,1,1,1
279,2,1,shoving,0,0,1,1,1,1,1,1,1,1,8,1,1,Perceptions of morality.,7,7,1,1,43,4,5,5,5,4,7,7,7,7,7,7,7,4,7,7,7,7,3,7,1,7,7,7,1,1,1
279,2,2,talking,0,0,1,1,1,1,1,1,1,1,8,1,1,Perceptions of morality.,7,7,1,1,43,4,5,5,5,4,7,6,7,7,7,7,7,1,7,7,6,7,4,6,1,5,7,5,3,1,1
280,1,1,catcalling,0,0,1,1,1,1,1,2,2,1,9,9,1,Which situations people would solve themselves a,7,7,1,1,22,4,7,7,7,4,1,1,1,1,1,7,7,1,1,7,7,7,1,1,1,1,1,1,7,7,7
280,1,1,crash,0,0,1,1,1,1,1,2,2,1,9,9,1,Which situations people would solve themselves a,7,7,1,1,22,4,7,7,7,4,7,5,5,5,5,7,6,1,7,1,7,7,1,5,1,7,7,7,5,1,1
280,1,1,provoke,0,0,1,1,1,1,1,2,2,1,9,9,1,Which situations people would solve themselves a,7,7,1,1,22,4,7,7,7,4,1,1,1,1,1,1,1,7,1,7,4,4,1,1,0,1,1,1,7,7,7
280,1,2,cheat,0,0,1,1,1,1,1,2,2,1,9,9,1,Which situations people would solve themselves a,7,7,1,1,22,4,7,7,7,4,3,2,1,1,3,3,5,1,7,5,1,4,1,1,0,1,1,1,7,7,7
280,2,1,shoving,0,0,1,1,1,1,1,2,2,1,9,9,1,Which situations people would solve themselves a,7,7,1,1,22,4,7,7,7,4,7,7,7,7,7,7,7,1,7,1,7,7,1,7,1,7,7,7,7,1,1
280,2,1,talking,0,0,1,1,1,1,1,2,2,1,9,9,1,Which situations people would solve themselves a,7,7,1,1,22,4,7,7,7,4,7,7,7,7,7,7,7,1,7,1,7,7,1,7,1,7,7,7,7,1,1
281,1,1,cheat,0,0,1,1,1,1,2,2,1,1,9,1,1,"Morals, character traits, and integrity",7,7,1,3,26,6,NA,NA,7,4,1,1,1,1,1,1,1,7,4,1,1,7,1,1,0,1,1,1,7,7,7
281,1,1,provoke,0,0,1,1,1,1,2,2,1,1,9,1,1,"Morals, character traits, and integrity",7,7,1,3,26,6,NA,NA,7,4,1,1,1,1,1,1,1,7,7,1,1,7,1,1,0,7,7,7,7,7,7
281,1,1,talking,0,0,1,1,1,1,2,2,1,1,9,1,1,"Morals, character traits, and integrity",7,7,1,3,26,6,NA,NA,7,4,1,1,1,1,1,1,1,7,1,1,1,7,1,1,0,4,1,1,7,7,1
281,1,2,catcalling,0,0,1,1,1,1,2,2,1,1,9,1,1,"Morals, character traits, and integrity",7,7,1,3,26,6,NA,NA,7,4,4,4,4,4,4,5,5,4,5,3,1,7,1,1,0,4,4,4,4,4,4
281,1,2,crash,0,0,1,1,1,1,2,2,1,1,9,1,1,"Morals, character traits, and integrity",7,7,1,3,26,6,NA,NA,7,4,7,7,7,7,7,7,7,1,7,7,7,7,1,7,1,4,4,4,1,1,1
281,2,2,shoving,0,0,1,1,1,1,2,2,1,1,9,1,1,"Morals, character traits, and integrity",7,7,1,3,26,6,NA,NA,7,4,7,7,7,7,7,7,7,1,7,7,5,4,1,7,1,7,7,7,1,1,1
283,1,1,catcalling,0,0,1,1,1,1,1,9,2,2,2,2,1,the fact of what we consider legally bad or what we consider morally bad in itself and to what extent a crime is serious or not,7,7,1,1,36,4,3,3,5,4,6,5,5,5,6,6,6,5,6,2,6,5,5,4,1,5,6,6,3,2,5
283,1,2,talking,0,0,1,1,1,1,1,9,2,2,2,2,1,the fact of what we consider legally bad or what we consider morally bad in itself and to what extent a crime is serious or not,7,7,1,1,36,4,3,3,5,4,6,6,6,7,5,6,6,5,6,3,6,6,5,5,1,3,6,5,2,3,6
283,2,1,cheat,0,0,1,1,1,1,1,9,2,2,2,2,1,the fact of what we consider legally bad or what we consider morally bad in itself and to what extent a crime is serious or not,7,7,1,1,36,4,3,3,5,4,7,5,7,7,7,7,6,2,6,3,6,6,6,6,1,2,3,2,6,3,4
283,2,1,crash,0,0,1,1,1,1,1,9,2,2,2,2,1,the fact of what we consider legally bad or what we consider morally bad in itself and to what extent a crime is serious or not,7,7,1,1,36,4,3,3,5,4,6,7,7,6,7,7,6,1,7,3,7,6,5,6,1,3,6,3,5,2,5
283,2,1,shoving,0,0,1,1,1,1,1,9,2,2,2,2,1,the fact of what we consider legally bad or what we consider morally bad in itself and to what extent a crime is serious or not,7,7,1,1,36,4,3,3,5,4,5,6,6,6,6,6,5,1,6,2,6,7,5,7,1,7,7,7,3,3,5
